gene	name	best_mech	resfam_mech	megares_mech	card_mech	cardisamech
B314-2_scaffold_3339_3	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_5638_1	kdpE	Gene Modulating Resistance	Gene Modulating Resistance			protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_477_23	oqxB	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_269_53	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_27309_2	dfrF	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B314-2_scaffold_12424_2	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_1015_3	PmrF	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B314-2_scaffold_24_73	mdtB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_385_8	cpxA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_3634_2	mfd	Quinolone Resistance	Quinolone Resistance			quinolone resistance protein (qnr),antibiotic target protection protein,determinant of antibiotic resistance,determinant of fluoroquinolone resistance
B314-2_scaffold_389_1	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_457_34	Escherichia coli LamB	Quinolone Resistance	Quinolone Resistance			protein modulating permeability to antibiotic,determinant of antibiotic resistance,gene conferring resistance via absence,Sugar Porin (SP),determinant of tetracycline resistance,determinant of fluoroquinolone resistance
B314-2_scaffold_2110_4	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B314-2_scaffold_2572_8	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B314-2_scaffold_82_23	mdtG	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B314-2_scaffold_73_108	gadW	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_1294_7	MIR-13	Beta-Lactamase-Class C	Beta-Lactamase-Class C	Class C betalactamases		beta-lactamase,class C beta-lactamase,MIR beta-lactamase,ACT beta-lactamase
B314-2_scaffold_352_11	emrK	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_4_7	MCR-3	Phosphoethanolamine Transferase			Phosphoethanolamine Transferase	MCR phosphoethanolamine transferase,determinant of polymyxin resistance,gene altering cell wall charge,phosphoethanolamine transferase conferring colistin resistance
B314-2_scaffold_1034_14	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B314-2_scaffold_1671_10	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance,UhpT
B314-2_scaffold_24_77	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_59_77	AAC(6')-Ii	Acetyltransferase	Acetyltransferase	Acetyltransferase		AAC(6'),aminoglycoside acetyltransferase (AAC),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B314-2_scaffold_1467_12	vgaC	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,vga,ATP-binding cassette (ABC) antibiotic efflux pump
B314-2_scaffold_1997_4	AcrS	Gene Modulating Resistance	Gene Modulating Resistance	Aminoglycoside efflux regulator		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_4474_5	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_377_9	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_1700_9	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_2098_4	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_863_19	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B314-2_scaffold_10274_2	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B314-2_scaffold_2556_9	oqxA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_236_11	mdtN	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_652_15	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_78_99	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance,UhpT
B314-2_scaffold_236_10	mdtO	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_1467_1	vgaC	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,vga,ATP-binding cassette (ABC) antibiotic efflux pump
B314-2_scaffold_236_44	PmrC	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B314-2_scaffold_395_22	kdpE	Gene Modulating Resistance	Gene Modulating Resistance			protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_3208_7	FosA4	Fosfomycin Thiol Transferase		Fosfomycin Thiol Transferase	Fosfomycin Thiol Transferase	fosfomycin thiol transferase,fosfomycin inactivation enzyme,determinant of fosfomycin resistance,antibiotic inactivation enzyme
B314-2_scaffold_90_80	FosA4	Fosfomycin Thiol Transferase		Fosfomycin Thiol Transferase	Fosfomycin Thiol Transferase	fosfomycin thiol transferase,fosfomycin inactivation enzyme,determinant of fosfomycin resistance,antibiotic inactivation enzyme
B314-2_scaffold_21_30	cat	Acetyltransferase	Acetyltransferase	Chloramphenicol acetyltransferases		determinant of antibiotic resistance,determinant of phenicol resistance,chloramphenicol acetyltransferase (CAT),antibiotic inactivation enzyme
B314-2_scaffold_11589_2	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_32_128	oqxB	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_337_14	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B314-2_scaffold_551_23	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B314-2_scaffold_4743_3	ACC-5	Beta-Lactamase-Class C	Beta-Lactamase-Class C	Class C betalactamases		beta-lactamase,class C beta-lactamase,ACC beta-lactamase
B314-2_scaffold_2565_9	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_243_29	oqxA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B314-2_scaffold_478_12	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B314-2_scaffold_985_24	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B314-2_scaffold_162_19	efmA	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
